company,ipo,founding
Odimo Inc,20050214,1998
Veri-Tek International Corp,20050214,1993
Wright Express Corp,20050215,1983
Dolby Laboratories Inc,20050216,1965
Aspreva Pharmaceuticals Corp,20050303,2001
International Sec Exchng Inc,20050308,2000
Shamir Optical Industry Ltd,20050310,1972
BofI Holding Inc,20050314,1900
PanAmSat Holding Corp,20050316,1984
Diana Shipping Co,20050317,1999
Fastclick Inc,20050331,2000
FreightCar America Inc,20050405,1901
PRB Gas Transportation Inc,20050412,2001
Dexcom Inc,20050413,1999
Earle M Jorgensen Co,20050414,1915
National Atlantic Holdings,20050420,1994
Accuride Corp,20050425,1986
VeriFone Holdings Inc,20050429,1981
Coffee Holding Co,20050502,1970
Morningstar Inc,20050502,1984
Lazard Ltd,20050504,1848
Teekay LNG Partners LP,20050504,2004
China Techfaith Wireless Comm,20050505,2002
Zumiez Inc,20050505,1978
Bois d'Arc Energy Inc,20050506,2004
New Skies Satellites Holdings,20050509,1999
Warner Music Group Corp,20050510,1958
Xerium Technologies Inc,20050516,1900
Citi Trends Inc,20050517,1946
Transmontaigne Partners LP,20050524,1905
SSA Global Technologies Inc,20050526,1981
XenoPort Inc,20050602,1999
Aries Maritime Transport Ltd,20050603,2005
LHC Group Inc,20050608,1994
Rackable Systems Inc,20050609,1999
Premium Standard Farms Inc,20050613,1988
Gentium SpA,20050616,1905
Micrus Endovascular Corp,20050616,1996
ev3 Inc,20050616,2000
Inergy Holdings LP,20050620,1905
Nuvim Inc,20050620,1999
Allion Healthcare Inc,20050622,1983
Builders FirstSource Inc,20050622,1998
Eagle Bulk Shipping Inc,20050622,2005
Lincoln Educational Svcs Corp,20050622,1946
Kenexa Corp,20050624,1987
TBS International Ltd,20050624,1993
DSW Inc,20050628,1969
HemoSense Inc,20050628,1997
NeuStar Inc,20050628,1996
Silicon Motion Technology Corp,20050629,2005
Volcom Inc,20050629,1991
Western Alliance,20050629,1905
Icop Digital Inc,20050708,1998
CryoCor Inc,20050713,2000
Focus Media(China)Holding Co,20050713,2003
Orchids Paper Products Co,20050714,1975
Quintana Maritime Ltd,20050714,2005
A4S SECURITY Inc,20050718,1999
Adams Respiratory Thrptcs Inc,20050720,1997
Diamond Foods Inc,20050720,1912
Consolidated Communications,20050721,1900
Genco Shipping & Trading Ltd,20050721,2004
Hittite Microwave Corp,20050721,1985
Maidenform Brands Inc,20050722,1922
ITC Holdings Corp,20050725,2001
Pike Electric Corp,20050726,1946
Alon USA Energy Inc,20050728,1989
Superior Well Service Inc,20050728,1997
Golf Galaxy Inc,20050729,1997
BabyUniverse Inc,20050802,1997
Unica Corp,20050802,1992
Advanced Analogic Technologies,20050803,1997
MWI Veterinary Supply Inc,20050803,1976
Republic Companies Group Inc,20050803,1903
WorldSpace Corp,20050803,1990
Advanced Life Sciences Hldgs,20050804,1999
Dresser-Rand Co,20050804,1840
Eschelon Telecom Inc,20050804,1905
AtriCure Inc,20050805,2000
Baidu.com Inc,20050805,2000
Hoku Scientific Inc,20050805,2001
James River Group Inc,20050808,2002
K&F Industries Holdings Inc,20050808,1929
Ruth's Chris Steak House,20050808,1965
Seaspan Corp,20050808,1901
China Medical Technologies Inc,20050809,2004
Coley Pharmaceutical Group Inc,20050809,1997
First Security Group Inc,20050809,1996
RBC Bearings Inc,20050809,1919
Reddy Ice Holdings Inc,20050809,1988
CF Industries Inc,20050810,1946
Heartland Payment Systems Inc,20050810,1997
Refco Inc,20050811,1969
Bronco Drilling Co Inc,20050816,2001
Kona Grill Inc,20050816,1996
Rockwood Holdings Inc,20050816,2000
Williams Partners LP,20050817,1908
Enterprise GP Holdings LP,20050823,1968
Ready Mix Inc,20050823,1996
Williams Scotsman Int Inc,20050919,1955
Nexity Financial Corp,20050920,1999
Ikanos Communications Inc,20050921,1999
Global Cash Access Holdings,20050922,1998
North Pointe Holdings Corp,20050923,1986
Horizon Lines Inc,20050926,1956
Sunesis Pharmaceuticals Inc,20050927,1998
TRX Inc,20050927,1988
Caribou Coffee Company Inc,20050928,1992
Genomic Health Inc,20050928,2000
Global Partners LP,20050928,1944
Taleo Corp,20050928,1996
WebMD Health Corp,20050928,1999
Avalon Pharmaceuticals Inc,20050929,1999
"State Natl Bancshares Inc,TX",20050929,1993
VistaPrint Limited,20050929,1995
American Commercial Lines LLC,20051006,1915
StealthGas Inc,20051006,2004
TAL International Group Inc,20051011,1963
Double Hull Tankers Inc,20051013,2005
PokerTek Inc,20051013,2003
CBOT Holdings Inc,20051018,1901
NCI Inc,20051020,1989
Hercules Offshore Inc,20051026,2004
Mathstar Inc,20051026,1997
Accentia Biopharmaceuticals,20051027,2002
NxStage Medical Inc,20051027,1998
Electro-Optical Sciences Inc,20051028,1989
Cbeyond Communications Inc,20051101,2001
Website Pros Inc,20051101,1999
Boardwalk Pipeline Partners LP,20051108,2003
Saifun Semiconductors Ltd,20051108,1996
iROBOT CORP,20051108,1990
Combinatorx Inc,20051109,2000
Clear Channel Outdoor Holdings,20051110,1901
IHS Inc,20051110,1964
Vimicro International,20051114,1905
IntercontinentalExchange,20051115,1997
SunPower,20051116,1985
AMERISAFE,20051117,1986
Dover Saddlery,20051117,1975
Under Armour,20051117,1996
Brookdale Senior Living,20051121,1981
Tronox,20051121,1929
Union Drilling,20051121,1997
Actions Semiconductor,20051129,2001
DCP Midstream Partners,20051201,1993
Vocus,20051206,1988
Basic Energy Services,20051208,1992
Cynosure,20051208,1991
Widerthan,20051208,2000
DealerTrack Holdings,20051212,2001
Scopus Video Networks,20051213,1995
Suntech Power Holdings,20051213,2001
Copa Holdings S.A.,20051214,1947
Somaxon Pharmaceuticals,20051214,2003
Carolina National Corp,20051216,2002
Directed Electronics,20051216,1982
Emergency Medical Services,20051216,1955
Spansion,20051216,1993
CRM Holdings,20051221,1999
Pixelplus Ltd.,20051221,2000
NUCRYST Pharmaceuticals,20051222,1997
Linn Energy LLC,20060112,2003
Western Refining Inc,20060118,1993
American Railcar Industries,20060119,1988
Calumet Specialty Products,20060125,1990
Chipotle Mexican Grill Inc,20060125,1993
Traffic.com Inc,20060125,1998
Altus Pharmaceuticals Inc,20060126,1992
H&E Equipment Services Inc,20060130,1961
IncrediMail Ltd,20060130,1999
Regency Energy Partners LP,20060130,2005
Fortunet Inc,20060131,1989
Koppers Holdings Inc,20060131,1912
SGX Pharmaceuticals Inc,20060131,1998
Iomai Corp,20060201,1997
Thomas Weisel Partners Group,20060201,1998
Valera Pharmaceuticals Inc,20060201,1972
Cardica Inc,20060202,1997
Digital Music Group Inc,20060202,2004
HealthSpring Inc,20060202,2000
Smart Modular Technologies Inc,20060202,1988
Energy Transfer Equity LP,20060203,1996
Crocs Inc,20060207,1999
EXCO Resources Inc,20060208,1955
Morton's Restaurant Group Inc,20060208,1978
NTELOS Holdings Corp,20060208,1897
NightHawk Radiology Holdings,20060208,2001
Acorda Therapeutics Inc,20060209,1995
AmComp Inc,20060209,1982
Magellan Midstream Holdings LP,20060209,2001
Morgans Hotel Group Co,20060213,1983
Liquidity Services Inc,20060222,1999
Grupo Aeroportuario Pacifico,20060223,1998
Alexza Pharmaceuticals Inc,20060308,2000
Eagle Test Systems Inc,20060308,1976
Transdigm Group Inc,20060314,1993
Nextest Systems Corp,20060321,1997
Clayton Holdings Inc,20060323,1990
Global Traffic Network Inc,20060323,1997
Tim Hortons Inc,20060323,1964
China GrenTech Corp Ltd,20060329,1999
Himax Technologies Inc,20060330,2001
Visicu Inc,20060404,1998
Castle Brands Inc,20060405,1998
Goodman Global Inc,20060405,1975
Sealy Corp,20060406,1881
Omega Navigation Enterprises,20060407,2005
Targacept Inc,20060411,1997
Vanda Pharmaceuticals Inc,20060412,2003
Complete Production Svcs Inc,20060420,2001
Omrix Biopharmaceuticals Inc,20060420,1995
Corel Corp,20060425,1985
American Mold Guard Inc,20060426,2003
CPI International Inc,20060427,1948
RAM Holdings Ltd,20060427,1998
Delek US Holdings Inc,20060503,2001
DynCorp International Inc,20060503,1951
Northstar Neuroscience Inc,20060504,1999
Alliance Holdings GP LP,20060509,1971
Novacea Inc,20060509,2001
Basin Water Inc,20060511,1999
BioMimetic Therapeutics Inc,20060512,1999
Restore Medical Inc,20060516,1999
Burger King Holdings Inc,20060517,1954
Penson Worldwide Inc,20060517,1995
Darwin Professional,20060518,2003
Vonage Hldgs Corp,20060523,2000
MasterCard Inc,20060524,1966
Mueller Water Products Inc,20060525,1857
CTC Media Inc,20060601,1989
Town Sports Int Holdings Inc,20060601,1973
Alphatec Holdings Inc,20060602,1990
Luna Innovations Inc,20060602,1992
LoopNet Inc,20060606,1997
Verigy Ltd,20060612,1939
Verasun Energy Corp,20060613,2001
Golfsmith Intl Hldg Inc,20060614,1967
Houston Wire & Cable Co,20060614,1975
Volcano Corp,20060614,2000
Synchronoss Technologies Inc,20060615,2000
Techwell Inc,20060621,1997
"Home Bancshares Inc,Conway,AR",20060622,1998
J Crew Group Inc,20060627,1983
Omniture Inc,20060627,1996
PGT Inc,20060627,1980
Replidyne Inc,20060627,2000
Aventine Renewable Energy Hlds,20060628,1981
GMarket Inc,20060628,2000
Ascent Solar Technologies Inc,20060710,2005
Allied World Assurance,20060711,2001
Cowen Group Inc,20060712,1918
Valero GP Holdings Inc,20060713,2000
Atlas Pipeline Holdings LP,20060720,2000
Cleveland Biolabs Inc,20060720,2003
Chart Industries Inc,20060725,1992
WNS(Holdings)Ltd,20060725,1996
Geomet Inc,20060727,1985
Security Capital Assurance Ltd,20060801,1999
Buckeye GP Holdings LP,20060803,2006
Osiris Therapeutics Inc,20060803,1992
Aircastle Ltd,20060807,2004
Qimonda AG,20060808,1952
Evercore Partners Inc,20060810,1996
InnerWorkings Inc,20060815,2001
New Oriental Education,20060906,1993
Hiland Holdings GP LP,20060919,1990
Home Diagnostics Inc,20060920,1985
Riverbed Technology Inc,20060920,2002
Warner Chilcott Holdings Co,20060920,1968
CommVault Systems Inc,20060921,1988
DivX Inc,20060921,2000
Porter Bancorp Inc,20060921,1988
Mindray Medical International,20060925,1991
ICF International Inc,20060927,1969
Bare Escentuals Inc,20060928,1976
Omni Financial Services Inc,20060929,1992
Shutterfly Inc,20060929,1999
BreitBurn Energy Partners L.P.,20061004,1988
Danaos Corp,20061005,1972
Acme Packet Inc,20061012,2000
EHealth Inc,20061012,1997
SAIC INC,20061012,1969
Ultrapetrol(Bahamas)Ltd,20061012,1992
Universal Compression Partners,20061016,2006
First Mercury Financial Corp,20061017,1973
Stanley Inc,20061017,1966
Trubion Pharmaceuticals Inc,20061017,1999
Ivivi Technologies Inc,20061018,1989
Susser Holdings Corp,20061018,1938
ExlService Holdings Inc,20061019,1999
LeMaitre Vascular Inc,20061019,1983
Cadence Pharmaceuticals Inc,20061024,2004
Eagle Rock Energy LP,20061024,2002
GateHouse Media Inc,20061024,1997
Achillion Pharmaceuticals Inc,20061025,1998
Optium Corp,20061026,2000
RRSat Global Communications,20061031,1991
Debt Resolve Inc,20061101,2003
GLOBALSTAR INC,20061101,1993
Innophos Holdings Inc,20061102,1988
ORBCOMM Inc,20061102,1993
Catalyst Pharmaceutical,20061107,2002
Canadian Solar Inc,20061108,2001
KBW Inc,20061108,1962
One Beacon Insurance Group,20061108,1831
Physicians Formula Holdings,20061108,1937
ACA Capital Holdings Inc,20061109,1997
Capella Education Co,20061109,1991
Thermage Inc,20061109,1996
Metabolix Inc,20061110,1992
Emergent BioSolutions Inc,20061114,1998
Allot Communications Inc,20061115,1996
Constellation Energy Partners,20061115,2005
Hansen Medical Inc,20061115,2002
Hertz Global Holdings Inc,20061115,1918
"KBR, Inc.",20061115,1901
First Solar Inc,20061116,1999
NYMEX Holdings Inc,20061116,1872
Venoco Inc,20061116,1992
AerCap Holdings,20061121,1995
Spirit Aerosystems Holdings,20061121,1950
Willdan Group,20061121,1964
North American Energy Partners,20061122,1953
Ronin Wireless Technologies,20061128,2000
Gp Aeroportuario del Centro No,20061129,1998
Netlist,20061130,2000
Penn Virginia GP Holdings,20061205,1882
Aegean Marine Petroleum Ntwrk,20061208,1995
Allegiant Travel Company,20061208,1997
Heelys,20061208,2000
Atlas Energy Resources LLC,20061213,1968
Guidance Software,20061213,1997
IPG Photonics,20061213,1990
MEDecision,20061213,1988
Cal Dive International,20061214,1975
Genesis Lease,20061214,2006
NewStar Financial,20061214,2004
Obagi Medical Products,20061214,1988
Teekay Offshore Partners L.P.,20061214,2006
WSB Financial Group,20061214,1999
Affymax,20061215,1988
Altra Holdings,20061215,1877
Carrols Restaurant Group,20061215,1961
Double-Take Software,20061215,1991
Isilon Systems,20061215,2001
U.S. BioEnergy,20061215,2004
Claymont Steel Holdings,20061219,1988
Fuwei Films (Holdings),20061219,2003
Melco PBL Entertainment,20061219,2004
Trina Solar Limited,20061219,1997
Artes Medical,20061220,1999
Dayton Superior,20061220,1924
Solarfun Power Holdings,20061220,2004
Universal Power Group,20061221,1968
Legacy Reserves LP,20070111,2005
MV Oil Trust,20070119,2006
AeroVironment Inc,20070122,1971
Meruelo Maddux Properties Inc,20070124,1972
Oculus Innovative Sciences Inc,20070126,1999
Animal Health International,20070130,1954
Duncan Energy Partners LP,20070130,2006
Employers Holdings Inc,20070130,2000
HFF,20070130,1982
Xtent Inc,20070131,2002
Molecular Insight Pharm Inc,20070201,1997
Cellcom Israel Ltd,20070205,1994
3SBio Inc,20070206,1993
JA Solar Holdings Co Ltd,20070206,2005
Synta Pharmaceuticals Corp,20070206,2001
Accuray Inc,20070207,1993
Mellanox Technologies Ltd,20070207,1999
National CineMedia Inc,20070207,1985
Switch And Data Inc,20070207,1998
Fortress Investment Group LLC,20070208,1998
Targa Resources Partners LP,20070208,2006
US Auto Parts Networks Inc,20070208,1995
Optimer Pharmaceuticals Inc,20070209,1998
VeriChip Corp,20070209,1980
OpNext Inc,20070214,2000
Salary.com Inc,20070215,1999
Rosetta Genomics Ltd,20070226,2000
Clearwire Corp,20070307,2003
Sourcefire Inc,20070308,2001
Xinhua Finance Media Ltd,20070308,2005
Bigband Networks Inc,20070314,1998
Tongjitang Chinese Medicines,20070315,1995
FCStone Group Inc,20070316,1968
Haynes International Inc,20070319,1912
Cheniere Energy Partners LP,20070320,2006
Glu Mobile Inc,20070321,2001
Castlepoint Holdings Ltd,20070322,2005
Aruba Networks Inc,20070326,2002
eTelecare Global Solutions,20070327,1999
GSI Technology Inc,20070328,1995
SenoRx Inc,20070328,1998
Capital Product Partners LP,20070329,2006
Flagstone Reinsurance Holdings,20070329,2005
Super Micro Computer Inc,20070329,1993
Veraz Networks Inc,20070404,2001
Comverge Inc,20070412,1997
MetroPCS Communications Inc,20070418,1994
Simcere Pharmaceutical Group,20070419,1995
Superior Offshore Intl Inc,20070419,1986
Cinemark Holdings Inc,20070423,1987
OceanFreight Inc,20070424,2006
Edenor,20070425,1992
Orexigen Therapeutics Inc,20070425,2002
Pharmasset Inc,20070426,1998
Cavium Networks Inc,20070501,2000
Neurogesx Inc,20070501,1998
Acorn International Inc,20070502,1998
Qiao Xing Mobile Commun,20070502,2000
Interactive Brokers Group,20070504,1977
Tomotherapy Incorporated,20070508,1997
AECOM Technology Corp,20070509,1980
Biodel Inc,20070510,2003
JMP Group Inc,20070510,1999
Solera Holdings Inc,20070510,1966
Continental Resources Inc,20070514,1967
Insulet Corp,20070514,2000
Pinnacle Gas Resources Inc,20070514,2003
Skilled Healthcare Group Inc,20070515,1998
CAI Int Inc,20070516,1989
Eurand NV,20070516,1984
TechTarget Inc,20070516,1999
China Sunergy Co Ltd,20070517,2004
EnerNOC Inc,20070517,2001
TriMas Corp,20070517,1986
RSC Holdings Inc,20070522,1984
Sirtris Pharmaceuticals Inc,20070522,2004
Helicos BioSciences Corp,20070523,2003
Greenlight Capital Re Ltd,20070524,2006
Clean Energy Fuels Corp,20070525,1997
Amicus Therapeutics Inc,20070530,2002
Jazz Pharmaceuticals Inc,20070531,2003
LDK Solar Co Ltd,20070531,2005
Starent Networks Corp,20070605,2000
Infinera Corp,20070606,2000
Response Genetics Inc,20070606,1999
FBR Capital Markets Corp,20070607,1989
Limelight Networks Inc,20070607,2001
Yingli Green Energy Holding Co,20070607,2003
Bway Holding Co,20070612,1875
Biofuel Energy Corp,20070614,2006
China Shenghuo Pharmaceutical,20070618,2005
Blackstone Group LP,20070621,1985
AuthenTec Inc,20070626,1998
Comscore Inc,20070626,1999
Data Domain Inc,20070626,2001
Spectra Energy Partners LP,20070626,2006
Spreadtrum Communications Inc,20070626,2001
Polypore International Inc,20070627,1966
Pros Holdings Inc,20070627,1985
Vaughan Foods Inc,20070627,1961
Bridgeline Software Inc,20070628,2000
ShoreTel Inc,20070702,1996
Dice Holdings Inc,20070717,1991
"Encore Bancshares,Houston,TX",20070717,2000
SemGroup Energy Partners LP,20070717,2007
Limco-Piedmont Inc,20070718,1995
MF Global Ltd,20070718,1783
Netezza Corp,20070718,2000
Airvana Inc,20070719,2000
Orbitz Worldwide Inc,20070719,1999
hhgregg Inc,20070719,1955
BladeLogic Inc,20070724,2001
Monotype Imaging Holdings Inc,20070724,1986
Rex Energy Corp,20070724,1997
Validus Holdings Ltd,20070724,2005
ImaRx Therapeutics Inc,20070725,1999
Perfect World Co Ltd,20070725,2004
Voltaire Ltd,20070725,1997
Lululemon Athletica Inc,20070726,1998
Dolan Media Co,20070801,1992
Genpact Ltd,20070801,1997
Concho Resources Inc,20070802,2004
Sucampo Pharmaceuticals Inc,20070802,1996
Virtusa Corp,20070802,1996
Quicksilver Gas Services LP,20070806,2004
E-House(China)Holdings Ltd,20070807,2000
HireRight Inc,20070807,1995
Masimo Corp,20070807,1989
DemandTec Inc,20070808,1999
WuXi PharmaTech(Cayman)Inc,20070808,2000
Horsehead Holding Corp,20070809,1848
Mercadolibre Inc,20070809,1999
Paragon Shipping Inc,20070809,2006
VMware Inc,20070813,1998
Encore Energy Partners LP,20070911,2007
athenahealth Inc,20070919,1997
Babcock & Brown Air Ltd,20070926,2007
Duff & Phelps Corp,20070927,1932
China Architectural,20070928,1992
Constant Contact Inc,20071002,1995
China Dig TV Hldg Co Ltd,20071004,1998
MAP Pharmaceuticals Inc,20071004,2003
Main Street Capital Corp,20071004,2002
Compellent Technologies Inc,20071009,2002
Targanta Therapeutics Corp,20071009,1997
Textainer Grp Hldg Ltd,20071009,1979
"Virgin Mobile USA, Inc",20071010,2002
Trans1 Inc,20071016,2000
Maxcom Telecomunicaciones SA,20071018,1996
Noah Education Hldg Ltd,20071018,1997
CVR Energy Inc,20071022,1906
Fuqi International Inc,20071023,2004
Longtop Finl Tech Ltd,20071023,1996
Vanguard Natural Resources LLC,20071023,1999
FGX Int Holdings Ltd,20071024,1985
Pzena Investment Management,20071024,1995
Ulta Salon Cosmetic Fragrance,20071024,1990
Novabay Pharmaceuticals Inc,20071025,2000
Power Med Interventions Inc,20071025,1999
Genoptix Inc,20071029,1999
012 Smile.Communications Ltd,20071030,1999
CNinsure Inc,20071030,1998
Giant Interactive Group Inc,20071031,2004
Deltek Inc,20071101,1983
Nanosphere Inc,20071101,1998
Neutral Tandem Inc,20071101,2001
SoundBite Communications Inc,20071101,2000
SandRidge Energy Inc,20071105,1984
AirMedia Group Inc,20071106,2005
BioForm Medical Inc,20071106,1999
ARYx Therapeutics Inc,20071107,1997
Agria Corp,20071107,2000
Approach Resources Inc,20071107,2002
ICx Technologies Inc,20071107,2003
American Public Education Inc,20071108,1991
China Nep Chain Drugstore Ltd,20071108,1995
Ensign Group Inc,20071108,1999
Lumber Liquidators Inc,20071108,1994
OSG America LP,20071108,2007
Navios Maritime Partners LP,20071112,2007
Och-Ziff Cap Mgmt Grp LLC,20071113,1994
EnergySolutions Inc,20071114,1988
EnteroMedics Inc,20071114,2002
MSCI Inc,20071114,1969
Virtual Radiologic Corp,20071114,2001
3PAR Inc,20071115,1999
El Paso Pipeline Partners LP,20071115,1928
Rubicon Technology Inc,20071115,2001
Internet Brands Inc,20071116,1998
SuccessFactors Inc,20071119,2001
Entropic Communications Inc,20071206,2001
Titan Machinery Inc,20071206,1980
Triple-S Management Corp,20071206,1959
VisionChina Media Inc,20071206,2006
WSP Holdings Ltd,20071206,1999
Cardtronics Inc,20071210,1989
ChinaEdu Corp,20071210,1999
VanceInfo Technologies Inc,20071211,1995
Xinyuan Real Estate Co Ltd,20071211,1997
K12 Inc,20071212,2000
MedAssets Inc,20071212,1999
Teekay Tankers Ltd,20071212,2007
Intellon Corp,20071213,1989
Memsic Inc,20071213,1999
Gulfstream Int Grp Inc,20071214,1999
Gushan Environmental Energy,20071218,2001
Orion Energy Systems Inc,20071218,1996
NetSuite Inc,20071219,1998
Williams Pipeline Partners LP,20080117,1983
RiskMetrics Group Inc,20080124,1994
IPC The Hospitalist Co Inc,20080125,1995
ATA Inc,20080128,1999
Cascal NV,20080129,1989
ArcSight Inc,20080214,2000
MAKO Surgical Corp,20080214,1997
Bioheart Inc,20080219,1999
Heritage-Crystal Clean Inc,20080311,1999
CardioNet Inc,20080318,1994
Visa Inc,20080319,1970
Intrepid Potash Inc,20080421,2000
American Water Works Co Inc,20080422,1886
Whiting USA Trust I,20080424,2007
Pioneer SW Energy Ptnrs LP,20080430,2007
Colfax Corp,20080507,1995
Real Goods Solar Inc,20080508,1978
Western Gas Partners LP,20080508,2007
Verso Paper Corp,20080514,1898
Safe Bulkers Inc,20080528,2007
Britannia Bulk Holdings,20080618,1999
RHI Entertainment Inc.,20080618,1979
Hong Kong Highpower Tech Inc,20080619,2003
Energy Recovery Inc,20080701,1992
GT Solar International Inc,20080723,1994
China Distance Educ Hldgs Ltd,20080729,2000
China Mass Med Int Adv Corp,20080804,2003
Rackspace Hosting Inc,20080807,1998
Grand Canyon Education,20081120,1949
Mead Johnson Nutrition Co,20090210,1905
NIVS IntelliMedia Tech Gp Inc,20090312,1998
Changyou.com Ltd,20090401,2007
Bridgepoint Education Inc,20090414,1999
Rosetta Stone Inc,20090415,2003
DigitalGlobe Inc,20090513,1995
SolarWinds Inc,20090519,1998
OpenTable Inc,20090521,1999
ChemSpec International Ltd,20090623,2006
Medidata Solutions Inc,20090624,2000
LogMeIn Inc,20090630,2003
Recon Technology Ltd,20090729,2007
Avago Technologies Ltd,20090805,1961
CDC Software Corp,20090805,2006
Cumberland Pharmaceuticals Inc,20090810,1999
Emdeon Inc,20090811,1984
Lihua International Inc,20090904,2006
Tri-Tech Holding Inc,20090909,2009
A123 Systems Inc,20090923,2001
Artio Global Investors Inc,20090923,1962
Vitacost.com Inc,20090923,1994
Shanda Games Ltd,20090924,2008
Select Medical Holdings Corp,20090925,1997
Talecris Biotherapeutics Hldg,20090930,2005
Echo Global Logistics Inc,20091001,2005
Education Management Corp,20091001,1962
Verisk Analytics Inc,20091006,1971
Mistras Group Inc,20091007,1968
Omeros Corp,20091007,1994
RailAmerica Inc,20091012,1992
China Real Estate Information,20091016,2002
Penn Millers Holding Corp,20091016,1887
AGA Medical Holdings Inc,20091020,1995
ZST Digital Networks Inc,20091020,1996
Dole Food Co Inc,20091022,1851
Addus Homecare Corp,20091027,1979
Vitamin Shoppe Inc,20091027,1977
Ancestry.com,20091105,1998
Hyatt Hotels Corp,20091105,1957
Duoyuan Printing,20091106,1994
STR Holdings Inc,20091106,1973
Dollar General Corp,20091113,1939
rue21,20091113,1976
Fortinet Inc,20091118,2000
7 Days Group Holdings Ltd,20091120,2004
Archipelago Learning,20091120,2000
Cloud Peak Energy,20091120,1993
Global Defense Tech & Systems,20091120,1969
China Nuokang Bio-Pharmac,20091210,1997
Concord Medical Services Ltd,20091211,2007
Kar Auction Services,20091211,1989
Cobalt International Energy,20091216,2005
Team Health Holdings,20091216,1979
Kraton Performance Polymers,20091217,1955
Athens Bancshares Corp,20100106,2009
Cellu Tissue Holdings Inc,20100121,1984
Symetra Financial Corp,20100121,2004
China Hydroelectric Corp,20100125,2006
Andatee China Marine Fuel Svcs,20100126,2009
IFM Investments Ltd,20100127,2005
China Electric Motor Inc,20100129,2007
Ironwood Pharmaceuticals Inc,20100202,1998
Generac Holdings Inc,20100210,1959
Graham Packaging Co Inc,20100210,1975
QuinStreet Inc,20100210,1999
Midas Medici Grp Hldg Inc,20100216,2006
Anthera Pharmaceuticals Inc,20100301,2004
Baltic Trading Ltd,20100309,2009
Sensata Tech Hldg NV,20100310,1916
AVEO Pharmaceuticals Inc,20100311,2001
Crude Carriers Corp,20100311,2009
Financial Engines Inc,20100315,1996
First Interstate BancSystem In,20100323,1968
MaxLinear Inc,20100323,2003
Calix Inc,20100324,1999
CorMedix Inc,20100324,2006
China Lodging Group Ltd,20100325,2007
Meru Networks Inc,20100330,2002
SS&C Technologies Hold,20100330,1986
Scorpio Tankers Inc,20100330,2009
Primerica Inc,20100331,1977
Metals USA Holdings Corp,20100408,2005
Tengion Inc,20100409,2003
DeHaier Medical Systems Ltd,20100421,2003
Alimera Sciences Inc,20100422,2003
Codexis Inc,20100422,2002
DynaVox Inc,20100422,1993
Global Geophysical Services,20100422,1996
SPS Commerce Inc,20100422,1987
Alpha & Omega Semiconductor Lt,20100429,2000
Convio Inc,20100429,1999
PAA Natural Gas Storage LP,20100429,2005
S&W Seed Co,20100503,1980
Charm Communications Inc,20100504,1995
Douglas Dynamics Inc,20100505,1948
Niska Gas Storage Partners LLC,20100511,2010
Express Inc,20100512,1980
JinkoSolar Holding Co Ltd,20100513,2006
Roadrunner Transporttn Systems,20100513,1981
TeleNav Inc,20100513,1999
Kingtone Wirelessinfo Solution,20100514,2009
Noranda Aluminum Holding Corp,20100514,1922
Accretive Health Inc,20100520,2003
ReachLocal Inc,20100520,2003
China New Borun Corp,20100610,2009
CBOE Holdings Inc,20100614,1973
BroadSoft Inc,20100616,1998
Higher One Holdings Inc,20100616,2000
Oasis Petroleum Inc,20100616,2007
China Intelligent Lighting & E,20100617,2007
Motricity Inc,20100617,2001
Vringo Inc,20100621,2006
Fabrinet,20100624,1999
Tesla Motors Inc,20100628,2003
HiSoft Tech Intl Ltd,20100629,1996
AutoNavi Hldg Ltd,20100701,2001
ECA Marcellus Trust I,20100701,2010
Peoples Federal Bancshares Inc,20100706,2005
Southern Products Inc,20100707,2010
Oxford Resource Partners LP,20100713,2007
Qlik Technologies Inc,20100715,1993
RealD Inc,20100715,2003
Camelot Info Sys Inc,20100720,2000
Tianli Agritech Inc,20100720,2009
Ameresco Inc,20100721,2000
Green Dot Corp,20100721,1999
Chesapeake Midstream Ptrs LP,20100728,2010
Envestnet Inc,20100728,1999
Molycorp Inc,20100729,2005
Trius Therapeutics Inc,20100802,2004
Varca Ventures Inc,20100803,2010
Ambow Education Holding Ltd,20100804,2000
Gordmans Stores Inc,20100804,1915
IntraLinks Holdings Inc,20100805,1996
NXP Semiconductors NV,20100805,2006
NuPathe Inc,20100805,2005
China Kanghui Holdings,20100810,2006
MediaMind Technologies Inc,20100810,1999
MakeMyTrip Ltd,20100811,2000
RealPage Inc,20100811,2003
Electromed Inc,20100813,1992
Mokita Inc,20100908,2009
SouFun Holdings Ltd,20100916,1999
SciQuest Inc,20100924,1995
Amyris Inc,20100927,2003
Country Style Cooking,20100927,2007
Nuveen Diversified Commodity,20100928,2005
Rhino Resource Partners LP,20100929,2003
China Ming Yang Wind Power Grp,20100930,2006
ChinaCache Intl Hldg Ltd,20100930,2005
Elster Group SE,20100930,2004
The KEYW Holding Corp,20100930,2008
Daqo New Energy Corp,20101006,2009
Ellington Financial LLC,20101007,2007
Global Education & Technology,20101007,1997
Body Central Corp,20101014,1972
Tower International Inc,20101014,1992
NetSpend Holdings Inc,20101018,1999
ShangPharma Corp,20101018,2007
TAL Education Group,20101019,2005
Vera Bradley Inc,20101020,1982
Bravo Brio Restaurant Grp Inc,20101021,1987
Aegerion Pharmaceuticals Inc,20101022,2005
Asia Carbon Industries Inc,20101025,2008
